1,0,0,0
0.9999619,0.005038267,0.005038267,0.005038267
0.9998478,0.01007615,0.01007615,0.01007615
0.9996574,0.01511327,0.01511327,0.01511327
0.9993909,0.02014923,0.02014923,0.02014923
0.9990483,0.02518367,0.02518367,0.02518367
0.9986296,0.03021618,0.03021618,0.03021618
0.9981349,0.03524639,0.03524639,0.03524639
0.9975641,0.04027392,0.04027392,0.04027392
0.9969174,0.04529838,0.04529838,0.04529838
0.9961947,0.05031939,0.05031939,0.05031939
0.9953962,0.05533657,0.05533657,0.05533657
0.994522,0.06034954,0.06034954,0.06034954
0.9935719,0.06535791,0.06535791,0.06535791
0.9925462,0.0703613,0.0703613,0.0703613
0.9914449,0.07535933,0.07535933,0.07535933
0.9902681,0.08035163,0.08035163,0.08035163
0.9890159,0.0853378,0.0853378,0.0853378
0.9876884,0.09031748,0.09031748,0.09031748
0.9862856,0.09529027,0.09529027,0.09529027
0.9848078,0.1002558,0.1002558,0.1002558
0.9832549,0.1052137,0.1052137,0.1052137
0.9816273,0.1101636,0.1101636,0.1101636
0.9799247,0.1151051,0.1151051,0.1151051
0.9781477,0.1200379,0.1200379,0.1200379
0.9762961,0.1249615,0.1249615,0.1249615
0.9743701,0.1298755,0.1298755,0.1298755
0.97237,0.1347797,0.1347797,0.1347797
0.9702958,0.1396737,0.1396737,0.1396737
0.9681477,0.144557,0.144557,0.144557
0.9659259,0.1494292,0.1494292,0.1494292
0.9636305,0.1542902,0.1542902,0.1542902
0.9612617,0.1591393,0.1591393,0.1591393
0.9588198,0.1639763,0.1639763,0.1639763
0.9563048,0.1688009,0.1688009,0.1688009
0.953717,0.1736126,0.1736126,0.1736126
0.9510565,0.1784111,0.1784111,0.1784111
0.9483237,0.1831959,0.1831959,0.1831959
0.9455186,0.1879669,0.1879669,0.1879669
0.9426416,0.1927235,0.1927235,0.1927235
0.9396927,0.1974655,0.1974655,0.1974655
0.9366722,0.2021924,0.2021924,0.2021924
0.9335805,0.2069039,0.2069039,0.2069039
0.9304176,0.2115996,0.2115996,0.2115996
0.9271839,0.2162793,0.2162793,0.2162793
0.9238796,0.2209424,0.2209424,0.2209424
0.9205049,0.2255887,0.2255887,0.2255887
0.9170601,0.2302179,0.2302179,0.2302179
0.9135455,0.2348295,0.2348295,0.2348295
0.9099612,0.2394233,0.2394233,0.2394233
0.9063079,0.2439988,0.2439988,0.2439988
0.9025853,0.2485557,0.2485557,0.2485557
0.8987941,0.2530937,0.2530937,0.2530937
0.8949344,0.2576125,0.2576125,0.2576125
0.8910066,0.2621116,0.2621116,0.2621116
0.8870109,0.2665907,0.2665907,0.2665907
0.8829476,0.2710496,0.2710496,0.2710496
0.8788171,0.2754878,0.2754878,0.2754878
