
1.0000000,0.0000000,0.0000000,0.0000000
0.9999620,0.0023323,0.0046645,0.0069968
0.9998478,0.0046644,0.0093287,0.0139931
0.9996574,0.0069961,0.0139922,0.0209883
0.9993909,0.0093273,0.0186546,0.0279818
0.9990482,0.0116578,0.0233155,0.0349733
0.9986296,0.0139874,0.0279747,0.0419621
0.9981349,0.0163159,0.0326318,0.0489477
0.9975641,0.0186432,0.0372864,0.0559296
0.9969174,0.0209691,0.0419382,0.0629072
0.9961947,0.0232934,0.0465867,0.0698801
0.9953962,0.0256159,0.0512317,0.0768476
0.9945219,0.0279364,0.0558728,0.0838092
0.9935719,0.0302548,0.0605097,0.0907645
0.9925461,0.0325710,0.0651419,0.0977128
0.9914449,0.0348846,0.0697692,0.1046538
0.9902681,0.0371956,0.0743912,0.1115867
0.9890159,0.0395037,0.0790075,0.1185112
0.9876884,0.0418089,0.0836177,0.1254266
0.9862856,0.0441108,0.0882217,0.1323325
0.9848078,0.0464094,0.0928189,0.1392283
0.9832550,0.0487045,0.0974090,0.1461135
0.9816272,0.0509959,0.1019917,0.1529875
0.9799247,0.0532833,0.1065667,0.1598499
0.9781476,0.0555667,0.1111335,0.1667002
0.9762960,0.0578459,0.1156918,0.1735377
0.9743701,0.0601207,0.1202414,0.1803621
0.9723700,0.0623909,0.1247818,0.1871727
0.9702957,0.0646563,0.1293127,0.1939690
0.9681476,0.0669169,0.1338337,0.2007505
0.9659259,0.0691723,0.1383446,0.2075169
0.9636304,0.0714225,0.1428449,0.2142673
0.9612617,0.0736672,0.1473344,0.2210015
0.9588198,0.0759063,0.1518126,0.2277188
0.9563048,0.0781396,0.1562792,0.2344188
0.9537170,0.0803670,0.1607340,0.2411010
0.9510566,0.0825883,0.1651765,0.2477648
0.9483237,0.0848032,0.1696064,0.2544097
0.9455186,0.0870117,0.1740235,0.2610352
0.9426416,0.0892136,0.1784272,0.2676409
0.9396927,0.0914087,0.1828174,0.2742261
0.9366723,0.0935968,0.1871937,0.2807905
0.9335805,0.0957778,0.1915557,0.2873335
0.9304177,0.0979516,0.1959031,0.2938547
0.9271839,0.1001178,0.2002356,0.3003534
0.9238796,0.1022764,0.2045529,0.3068293
0.9205049,0.1044273,0.2088546,0.3132818
0.9170601,0.1065702,0.2131403,0.3197105
0.9135456,0.1087049,0.2174099,0.3261148
0.9099613,0.1108314,0.2216628,0.3324942
0.9063078,0.1129495,0.2258989,0.3388484
0.9025854,0.1150589,0.2301178,0.3451767
0.8987942,0.1171596,0.2343192,0.3514788
0.8949344,0.1192514,0.2385027,0.3577541
